@relation bookkeeper_testingSet2.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
109,109,36.333333333333336,64,0,0.0,0,109,36.333333333333336,64,3,0,1,NO
601,752,376.0,691,151,75.5,151,781,390.5,691,2,0,2,YES
565,627,48.23076923076923,394,62,4.769230769230769,21,567,43.61538461538461,394,13,0,3,YES
69,72,36.0,65,3,1.5,3,69,34.5,65,2,1,1,YES
77,77,77.0,77,0,0.0,0,77,77.0,77,1,0,1,NO
94,94,94.0,94,0,0.0,0,94,94.0,94,1,0,1,YES
337,337,337.0,337,0,0.0,0,337,337.0,337,1,0,1,NO
214,214,214.0,214,0,0.0,0,214,214.0,214,1,0,1,NO
79,79,79.0,79,0,0.0,0,79,79.0,79,1,0,1,NO
25,25,25.0,25,0,0.0,0,25,25.0,25,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,1,0,1,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,1,0,1,NO
33,33,33.0,33,0,0.0,0,33,33.0,33,1,0,1,NO
104,104,104.0,104,0,0.0,0,104,104.0,104,1,0,1,NO
172,172,172.0,172,0,0.0,0,172,172.0,172,1,0,1,NO
70,70,70.0,70,0,0.0,0,70,70.0,70,1,0,1,NO
140,140,140.0,140,0,0.0,0,140,140.0,140,1,0,1,NO
154,154,154.0,154,0,0.0,0,154,154.0,154,1,0,1,YES
248,26,13.0,13,2,1.0,1,24,12.0,12,2,1,1,YES
275,62,31.0,41,14,7.0,7,48,24.0,34,2,2,1,YES
176,4,4.0,4,0,0.0,0,4,4.0,4,1,0,1,NO
624,188,14.461538461538462,49,38,2.923076923076923,6,156,12.0,46,13,4,3,YES
91,3,3.0,3,2,2.0,2,1,1.0,1,1,1,1,YES
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
132,1,1.0,1,1,1.0,1,0,0.0,0,1,0,1,NO
4088,4114,587.7142857142857,1493,26,3.7142857142857144,13,4088,584.0,1493,7,1,2,YES
558,33,16.5,31,4,2.0,4,33,16.5,31,2,1,2,YES
727,120,13.333333333333334,43,93,10.333333333333334,23,55,6.111111111111111,30,9,5,3,YES
150,8,4.0,4,4,2.0,2,4,2.0,2,2,1,1,YES
503,577,144.25,234,74,18.5,62,503,125.75,234,4,0,1,YES
325,415,69.16666666666667,269,90,15.0,83,325,54.166666666666664,269,6,0,2,YES
273,301,43.0,267,20,2.857142857142857,9,295,42.142857142857146,267,7,2,2,YES
136,142,47.333333333333336,139,6,2.0,5,142,47.333333333333336,139,3,1,2,YES
56,56,56.0,56,0,0.0,0,56,56.0,56,1,0,1,NO
74,81,27.0,63,7,2.3333333333333335,7,74,24.666666666666668,63,3,0,2,NO
357,466,58.25,289,109,13.625,87,359,44.875,289,8,0,1,NO
174,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
148,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,46,23.0,45,1,0.5,1,45,22.5,45,2,0,1,NO
168,171,85.5,166,3,1.5,3,168,84.0,166,2,1,2,YES
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
664,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
88,33,33.0,33,0,0.0,0,33,33.0,33,1,0,1,NO
260,25,5.0,9,17,3.4,4,12,2.4,5,5,1,3,YES
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,30,15.0,15,10,5.0,5,20,10.0,10,2,1,1,YES
140,42,21.0,33,0,0.0,0,42,21.0,33,2,1,2,YES
152,152,76.0,129,0,0.0,0,152,76.0,129,2,0,1,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
131,131,131.0,131,0,0.0,0,131,131.0,131,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
129,64,32.0,60,4,2.0,2,60,30.0,58,2,1,2,YES
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
243,182,45.5,90,33,8.25,31,193,48.25,88,4,1,2,YES
62,63,31.5,32,1,0.5,1,62,31.0,32,2,1,1,YES
45,45,45.0,45,0,0.0,0,45,45.0,45,1,0,1,NO
94,94,94.0,94,0,0.0,0,94,94.0,94,1,1,1,YES
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,28,14.0,26,2,1.0,1,26,13.0,25,2,1,1,YES
380,63,21.0,35,1,0.3333333333333333,1,62,20.666666666666668,34,3,1,2,YES
138,8,4.0,4,4,2.0,2,4,2.0,2,2,1,1,YES
142,8,2.6666666666666665,3,5,1.6666666666666667,3,5,1.6666666666666667,2,3,1,1,YES
191,10,5.0,5,8,4.0,4,2,1.0,1,2,1,1,YES
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
165,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
171,12,6.0,9,3,1.5,3,9,4.5,9,2,0,1,NO
56,10,10.0,10,12,12.0,12,2,2.0,2,1,0,1,NO
179,35,11.666666666666666,20,4,1.3333333333333333,2,31,10.333333333333334,18,3,2,2,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,1,1,1,YES
34,34,34.0,34,0,0.0,0,34,34.0,34,1,1,1,YES
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
156,156,156.0,156,0,0.0,0,156,156.0,156,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,1,0,1,NO
117,75,25.0,41,54,18.0,43,33,11.0,27,3,1,2,YES
94,13,6.5,11,7,3.5,4,10,5.0,8,2,0,1,NO
71,18,9.0,11,18,9.0,14,6,3.0,3,2,0,2,NO
183,163,23.285714285714285,97,322,46.0,297,253,36.142857142857146,200,7,2,2,YES
85,26,13.0,17,25,12.5,18,3,1.5,2,2,0,2,NO
183,183,91.5,139,0,0.0,0,183,91.5,139,2,1,1,YES
70,71,35.5,70,1,0.5,1,70,35.0,70,2,0,1,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,1,0,1,NO
160,160,160.0,160,0,0.0,0,160,160.0,160,1,0,1,NO
125,108,10.8,29,344,34.4,309,362,36.2,296,10,3,2,YES
151,122,17.428571428571427,45,211,30.142857142857142,189,213,30.428571428571427,150,7,3,2,YES
421,276,27.6,73,535,53.5,489,573,57.3,416,10,3,2,YES
219,222,55.5,198,3,0.75,3,219,54.75,198,4,1,2,YES
50,50,50.0,50,0,0.0,0,50,50.0,50,1,0,1,NO
42,42,21.0,25,0,0.0,0,42,21.0,25,2,1,2,YES
624,624,312.0,621,0,0.0,0,624,312.0,621,2,0,1,NO
377,402,134.0,363,25,8.333333333333334,22,377,125.66666666666667,363,3,2,1,YES
383,384,192.0,378,1,0.5,1,383,191.5,378,2,1,1,YES
72,72,72.0,72,0,0.0,0,72,72.0,72,1,0,1,NO
92,92,92.0,92,0,0.0,0,92,92.0,92,1,0,1,NO
284,284,142.0,261,0,0.0,0,284,142.0,261,2,0,1,YES
371,371,371.0,371,0,0.0,0,371,371.0,371,1,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,1,0,1,NO
108,108,54.0,101,0,0.0,0,108,54.0,101,2,1,1,YES
111,111,111.0,111,0,0.0,0,111,111.0,111,1,0,1,NO
319,319,106.33333333333333,298,0,0.0,0,319,106.33333333333333,298,3,1,1,YES
129,653,217.66666666666666,622,524,174.66666666666666,521,1153,384.3333333333333,622,3,1,1,YES
49,49,49.0,49,0,0.0,0,49,49.0,49,1,0,1,NO
358,364,91.0,308,6,1.5,4,358,89.5,308,4,2,1,YES
277,774,154.8,538,497,99.4,458,863,172.6,538,5,1,1,YES
49,49,24.5,46,0,0.0,0,49,24.5,46,2,0,1,NO
89,89,89.0,89,0,0.0,0,89,89.0,89,1,0,1,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
24,24,24.0,24,0,0.0,0,24,24.0,24,1,0,1,NO
50,50,50.0,50,0,0.0,0,50,50.0,50,1,0,1,NO
72,81,40.5,72,9,4.5,9,72,36.0,72,2,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
183,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
143,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
44,44,44.0,44,0,0.0,0,44,44.0,44,1,0,1,NO
26,26,26.0,26,0,0.0,0,26,26.0,26,1,0,1,NO
254,105,17.5,42,13,2.1666666666666665,11,92,15.333333333333334,42,6,2,2,YES
16883,12633,902.3571428571429,4082,2273,162.35714285714286,1391,10362,740.1428571428571,2691,14,3,2,YES
74,74,74.0,74,0,0.0,0,74,74.0,74,1,0,1,NO
153,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
68,26,8.666666666666666,18,1,0.3333333333333333,1,25,8.333333333333334,18,3,0,2,NO
100,59,59.0,59,0,0.0,0,59,59.0,59,1,0,1,NO
549,332,55.333333333333336,223,183,30.5,106,185,30.833333333333332,117,6,1,2,YES
437,12,12.0,12,0,0.0,0,12,12.0,12,1,1,1,YES
1033,154,19.25,83,161,20.125,128,99,12.375,45,8,2,2,YES
101,11,11.0,11,2,2.0,2,9,9.0,9,1,0,1,YES
331,23,11.5,18,47,23.5,42,24,12.0,24,2,0,1,YES
123,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
106,8,4.0,4,6,3.0,3,2,1.0,1,2,1,1,YES
106,4,2.0,2,2,1.0,1,2,1.0,1,2,1,1,YES
93,4,2.0,2,2,1.0,1,2,1.0,1,2,1,1,YES
101,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
38,2,2.0,2,9,9.0,9,7,7.0,7,1,1,1,YES
584,316,26.333333333333332,140,31,2.5833333333333335,19,285,23.75,121,12,4,3,YES
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,5,5.0,5,0,0.0,0,5,5.0,5,1,1,1,YES
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,64,12.8,28,8,1.6,2,56,11.2,27,5,1,1,YES
885,480,32.0,125,167,11.133333333333333,37,353,23.533333333333335,118,15,6,3,YES
67,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
105,105,105.0,105,0,0.0,0,105,105.0,105,1,0,1,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,5,5.0,5,9,9.0,9,4,4.0,4,1,0,1,NO
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,21,7.0,15,7,2.3333333333333335,3,14,4.666666666666667,12,3,1,1,YES
223,194,21.555555555555557,68,137,15.222222222222221,86,175,19.444444444444443,59,9,2,2,YES
214,233,77.66666666666667,153,19,6.333333333333333,19,214,71.33333333333333,153,3,0,2,NO
107,37,12.333333333333334,29,9,3.0,5,28,9.333333333333334,24,3,1,2,YES
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
166,166,83.0,149,0,0.0,0,166,83.0,149,2,1,1,YES
213,241,60.25,163,28,7.0,28,213,53.25,163,4,1,1,YES
866,866,866.0,866,0,0.0,0,866,866.0,866,1,0,1,YES
159,190,63.333333333333336,118,31,10.333333333333334,19,159,53.0,118,3,0,1,NO
100,104,52.0,100,4,2.0,4,100,50.0,100,2,1,1,YES
96,100,50.0,96,4,2.0,4,96,48.0,96,2,1,1,YES
841,893,127.57142857142857,559,52,7.428571428571429,28,841,120.14285714285714,559,7,2,1,YES
525,127,14.11111111111111,40,38,4.222222222222222,13,89,9.88888888888889,28,9,2,3,YES
83,7,7.0,7,1,1.0,1,6,6.0,6,1,1,1,YES
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
202,22,11.0,11,0,0.0,0,22,11.0,11,2,1,1,YES
155,10,5.0,7,15,7.5,9,7,3.5,6,2,0,2,YES
1262,695,63.18181818181818,330,339,30.818181818181817,131,454,41.27272727272727,199,11,4,3,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
101,19,9.5,18,12,6.0,9,11,5.5,9,2,0,2,NO
27,27,27.0,27,0,0.0,0,27,27.0,27,1,0,1,NO
22,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
489,11,3.6666666666666665,5,3,1.0,2,8,2.6666666666666665,5,3,0,2,YES
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,4,4.0,4,3,3.0,3,1,1.0,1,1,0,1,NO
99,5,5.0,5,0,0.0,0,5,5.0,5,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
846,301,37.625,128,197,24.625,126,126,15.75,73,8,4,2,YES
64,2,1.0,1,2,1.0,1,0,0.0,0,2,2,1,YES
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,17,17.0,17,0,0.0,0,17,17.0,17,1,0,1,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,9,9.0,9,1,1.0,1,8,8.0,8,1,0,1,NO
177,7,3.5,5,2,1.0,1,5,2.5,4,2,0,1,NO
70,70,70.0,70,0,0.0,0,70,70.0,70,1,0,1,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
83,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,20,20.0,20,6,6.0,6,14,14.0,14,1,0,1,NO
86,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
355,22,11.0,20,22,11.0,20,0,0.0,0,2,0,1,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
798,313,31.3,94,127,12.7,37,226,22.6,74,10,1,2,YES
75,44,22.0,38,8,4.0,5,36,18.0,35,2,0,1,NO
125,64,12.8,20,17,3.4,5,47,9.4,16,5,1,2,YES
200,129,21.5,81,14,2.3333333333333335,5,115,19.166666666666668,77,6,1,2,YES
134,161,40.25,82,27,6.75,13,134,33.5,82,4,0,1,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
123,18,9.0,15,3,1.5,3,15,7.5,15,2,0,1,NO
204,4,4.0,4,1,1.0,1,3,3.0,3,1,0,1,YES
162,162,162.0,162,0,0.0,0,162,162.0,162,1,0,1,NO
130,131,65.5,130,1,0.5,1,130,65.0,130,2,0,1,YES
108,108,108.0,108,0,0.0,0,108,108.0,108,1,0,1,YES
353,354,177.0,353,1,0.5,1,353,176.5,353,2,1,1,YES
80,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,YES
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
306,312,156.0,310,6,3.0,6,314,157.0,310,2,0,2,YES
340,77,77.0,77,183,183.0,183,106,106.0,106,1,0,1,YES
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
117,38,38.0,38,0,0.0,0,38,38.0,38,1,0,1,YES
